Week,Articulo,Unidad de venta,Cantidad,Week Start,Week End,Week Number
2022-Week13,IVP14005,KG,562,2022-03-28,2022-04-03,65
2022-Week13,IVP14013,KG,0,2022-03-28,2022-04-03,65
2022-Week13,IVP15023,KG,420,2022-03-28,2022-04-03,65
2022-Week13,IVP15034,KG,4800,2022-03-28,2022-04-03,65
2022-Week13,IVP15042,KG,1200,2022-03-28,2022-04-03,65
2022-Week13,IVP15060,KG,1200,2022-03-28,2022-04-03,65
2022-Week13,IVP15062,KG,300,2022-03-28,2022-04-03,65
2022-Week13,IVP15064,KG,56,2022-03-28,2022-04-03,65
2022-Week13,IVP15087,PZA,18,2022-03-28,2022-04-03,65
2022-Week13,IVP99023,PZA,13,2022-03-28,2022-04-03,65
2022-Week13,IVP99058,PZA,13,2022-03-28,2022-04-03,65
2022-Week13,IVP99131,PZA,4,2022-03-28,2022-04-03,65
2022-Week13,IVP99161,PZA,13,2022-03-28,2022-04-03,65
2022-Week13,IVP99256,PZA,1,2022-03-28,2022-04-03,65
2022-Week14,IVP01018,PZA,30,2022-04-04,2022-04-10,66
2022-Week14,IVP01019,PZA,139,2022-04-04,2022-04-10,66
2022-Week14,IVP01021,PZA,30,2022-04-04,2022-04-10,66
2022-Week14,IVP04001,PZA,54,2022-04-04,2022-04-10,66
2022-Week14,IVP04009,PZA,396,2022-04-04,2022-04-10,66
2022-Week14,IVP04010,PZA,18,2022-04-04,2022-04-10,66
2022-Week14,IVP04018,PZA,36,2022-04-04,2022-04-10,66
2022-Week14,IVP04039,PZA,49,2022-04-04,2022-04-10,66
2022-Week14,IVP07025,KG,27,2022-04-04,2022-04-10,66
2022-Week14,IVP07052,KG,27,2022-04-04,2022-04-10,66
2022-Week14,IVP07077,KG,81,2022-04-04,2022-04-10,66
2022-Week14,IVP07078,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP07094,KG,6480,2022-04-04,2022-04-10,66
2022-Week14,IVP07099,KG,7560,2022-04-04,2022-04-10,66
2022-Week14,IVP07112,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP07119,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP07120,KG,27,2022-04-04,2022-04-10,66
2022-Week14,IVP07130,KG,108,2022-04-04,2022-04-10,66
2022-Week14,IVP07131,KG,1254,2022-04-04,2022-04-10,66
2022-Week14,IVP07137,KG,270,2022-04-04,2022-04-10,66
2022-Week14,IVP07144,KG,1620,2022-04-04,2022-04-10,66
2022-Week14,IVP07145,KG,2160,2022-04-04,2022-04-10,66
2022-Week14,IVP07157,KG,810,2022-04-04,2022-04-10,66
2022-Week14,IVP07159,KG,1404,2022-04-04,2022-04-10,66
2022-Week14,IVP07165,KG,162,2022-04-04,2022-04-10,66
2022-Week14,IVP07165,PZA,18,2022-04-04,2022-04-10,66
2022-Week14,IVP07169,KG,3024,2022-04-04,2022-04-10,66
2022-Week14,IVP07191,KG,4860,2022-04-04,2022-04-10,66
2022-Week14,IVP07193,KG,3,2022-04-04,2022-04-10,66
2022-Week14,IVP07203,KG,270,2022-04-04,2022-04-10,66
2022-Week14,IVP07205,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP07207,KG,1080,2022-04-04,2022-04-10,66
2022-Week14,IVP07214,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP07219,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP07231,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP07239,KG,27,2022-04-04,2022-04-10,66
2022-Week14,IVP07243,KG,6,2022-04-04,2022-04-10,66
2022-Week14,IVP07244,PZA,18,2022-04-04,2022-04-10,66
2022-Week14,IVP07254,KG,27,2022-04-04,2022-04-10,66
2022-Week14,IVP07264,KG,1620,2022-04-04,2022-04-10,66
2022-Week14,IVP07265,KG,270,2022-04-04,2022-04-10,66
2022-Week14,IVP07293,KG,2160,2022-04-04,2022-04-10,66
2022-Week14,IVP07294,KG,594,2022-04-04,2022-04-10,66
2022-Week14,IVP07304,KG,1140,2022-04-04,2022-04-10,66
2022-Week14,IVP07306,KG,3267,2022-04-04,2022-04-10,66
2022-Week14,IVP07318,KG,27,2022-04-04,2022-04-10,66
2022-Week14,IVP07322,KG,162,2022-04-04,2022-04-10,66
2022-Week14,IVP07331,KG,756,2022-04-04,2022-04-10,66
2022-Week14,IVP07341,KG,4050,2022-04-04,2022-04-10,66
2022-Week14,IVP07356,PZA,3,2022-04-04,2022-04-10,66
2022-Week14,IVP07361,KG,1080,2022-04-04,2022-04-10,66
2022-Week14,IVP07387,KG,567,2022-04-04,2022-04-10,66
2022-Week14,IVP07405,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP07410,KG,1890,2022-04-04,2022-04-10,66
2022-Week14,IVP07412,KG,8,2022-04-04,2022-04-10,66
2022-Week14,IVP07412,PZA,39,2022-04-04,2022-04-10,66
2022-Week14,IVP07428,KG,1086,2022-04-04,2022-04-10,66
2022-Week14,IVP07428,PZA,1,2022-04-04,2022-04-10,66
2022-Week14,IVP07435,KG,27,2022-04-04,2022-04-10,66
2022-Week14,IVP07446,KG,9801,2022-04-04,2022-04-10,66
2022-Week14,IVP07452,KG,546,2022-04-04,2022-04-10,66
2022-Week14,IVP07477,PZA,18,2022-04-04,2022-04-10,66
2022-Week14,IVP07485,KG,3,2022-04-04,2022-04-10,66
2022-Week14,IVP07489,KG,1,2022-04-04,2022-04-10,66
2022-Week14,IVP07519,KG,54,2022-04-04,2022-04-10,66
2022-Week14,IVP08003,KG,120,2022-04-04,2022-04-10,66
2022-Week14,IVP08016,KG,30,2022-04-04,2022-04-10,66
2022-Week14,IVP08020,KG,240,2022-04-04,2022-04-10,66
2022-Week14,IVP08034,KG,60,2022-04-04,2022-04-10,66
2022-Week14,IVP08040,KG,120,2022-04-04,2022-04-10,66
2022-Week14,IVP08042,KG,30,2022-04-04,2022-04-10,66
2022-Week14,IVP08056,KG,150,2022-04-04,2022-04-10,66
2022-Week14,IVP09009,KG,3780,2022-04-04,2022-04-10,66
2022-Week14,IVP09028,KG,810,2022-04-04,2022-04-10,66
2022-Week14,IVP10002,PZA,72,2022-04-04,2022-04-10,66
2022-Week14,IVP10025,KG,1350,2022-04-04,2022-04-10,66
2022-Week14,IVP11026,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11028,KG,85,2022-04-04,2022-04-10,66
2022-Week14,IVP11047,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11055,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11057,KG,170,2022-04-04,2022-04-10,66
2022-Week14,IVP11060,KG,1228,2022-04-04,2022-04-10,66
2022-Week14,IVP11063,KG,357,2022-04-04,2022-04-10,66
2022-Week14,IVP11065,KG,3600,2022-04-04,2022-04-10,66
2022-Week14,IVP11067,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11080,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11083,KG,57,2022-04-04,2022-04-10,66
2022-Week14,IVP11103,KG,300,2022-04-04,2022-04-10,66
2022-Week14,IVP11115,KG,142,2022-04-04,2022-04-10,66
2022-Week14,IVP11123,KG,900,2022-04-04,2022-04-10,66
2022-Week14,IVP11137,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11141,KG,300,2022-04-04,2022-04-10,66
2022-Week14,IVP11158,KG,370,2022-04-04,2022-04-10,66
2022-Week14,IVP11159,KG,586,2022-04-04,2022-04-10,66
2022-Week14,IVP11160,KG,57,2022-04-04,2022-04-10,66
2022-Week14,IVP11162,KG,2671,2022-04-04,2022-04-10,66
2022-Week14,IVP11169,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11213,KG,285,2022-04-04,2022-04-10,66
2022-Week14,IVP11224,KG,15,2022-04-04,2022-04-10,66
2022-Week14,IVP11252,KG,454,2022-04-04,2022-04-10,66
2022-Week14,IVP11253,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11275,KG,57,2022-04-04,2022-04-10,66
2022-Week14,IVP11312,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11347,KG,114,2022-04-04,2022-04-10,66
2022-Week14,IVP11348,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11368,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11375,KG,312,2022-04-04,2022-04-10,66
2022-Week14,IVP11419,KG,1390,2022-04-04,2022-04-10,66
2022-Week14,IVP11430,KG,300,2022-04-04,2022-04-10,66
2022-Week14,IVP11450,KG,85,2022-04-04,2022-04-10,66
2022-Week14,IVP11479,KG,569,2022-04-04,2022-04-10,66
2022-Week14,IVP11503,KG,22,2022-04-04,2022-04-10,66
2022-Week14,IVP11521,KG,28,2022-04-04,2022-04-10,66
2022-Week14,IVP11533,KG,1500,2022-04-04,2022-04-10,66
2022-Week14,IVP11576,KG,1200,2022-04-04,2022-04-10,66
2022-Week14,IVP11586,KG,274,2022-04-04,2022-04-10,66
2022-Week14,IVP11607,KG,4,2022-04-04,2022-04-10,66
2022-Week14,IVP11620,KG,600,2022-04-04,2022-04-10,66
2022-Week14,IVP11633,KG,3600,2022-04-04,2022-04-10,66
2022-Week14,IVP11663,KG,142,2022-04-04,2022-04-10,66
2022-Week14,IVP11694,PZA,5,2022-04-04,2022-04-10,66
2022-Week14,IVP13011,KG,1533,2022-04-04,2022-04-10,66
2022-Week14,IVP15020,KG,57,2022-04-04,2022-04-10,66
2022-Week14,IVP15023,KG,330,2022-04-04,2022-04-10,66
2022-Week14,IVP15060,KG,900,2022-04-04,2022-04-10,66
2022-Week14,IVP15062,KG,330,2022-04-04,2022-04-10,66
2022-Week14,IVP15089,KG,300,2022-04-04,2022-04-10,66
2022-Week14,IVP15107,KG,120,2022-04-04,2022-04-10,66
2022-Week14,IVP15123,KG,6,2022-04-04,2022-04-10,66
2022-Week14,IVP15125,KG,300,2022-04-04,2022-04-10,66
2022-Week14,IVP15168,KG,300,2022-04-04,2022-04-10,66
2022-Week14,IVP99004,KG,81,2022-04-04,2022-04-10,66
2022-Week15,IVP01016,PZA,33,2022-04-11,2022-04-17,67
2022-Week15,IVP01017,PZA,1,2022-04-11,2022-04-17,67
2022-Week15,IVP01019,PZA,4,2022-04-11,2022-04-17,67
2022-Week15,IVP01020,PZA,3,2022-04-11,2022-04-17,67
2022-Week15,IVP01021,PZA,1,2022-04-11,2022-04-17,67
2022-Week15,IVP04001,PZA,54,2022-04-11,2022-04-17,67
2022-Week15,IVP04009,PZA,36,2022-04-11,2022-04-17,67
2022-Week15,IVP04039,PZA,30,2022-04-11,2022-04-17,67
2022-Week15,IVP07048,KG,54,2022-04-11,2022-04-17,67
2022-Week15,IVP07075,KG,108,2022-04-11,2022-04-17,67
2022-Week15,IVP07077,KG,270,2022-04-11,2022-04-17,67
2022-Week15,IVP07099,KG,6480,2022-04-11,2022-04-17,67
2022-Week15,IVP07119,KG,27,2022-04-11,2022-04-17,67
2022-Week15,IVP07141,KG,540,2022-04-11,2022-04-17,67
2022-Week15,IVP07141,PZA,3,2022-04-11,2022-04-17,67
2022-Week15,IVP07169,KG,108,2022-04-11,2022-04-17,67
2022-Week15,IVP07170,KG,1620,2022-04-11,2022-04-17,67
2022-Week15,IVP07181,KG,1080,2022-04-11,2022-04-17,67
2022-Week15,IVP07191,KG,8100,2022-04-11,2022-04-17,67
2022-Week15,IVP07197,KG,135,2022-04-11,2022-04-17,67
2022-Week15,IVP07218,KG,2160,2022-04-11,2022-04-17,67
2022-Week15,IVP07229,KG,1080,2022-04-11,2022-04-17,67
2022-Week15,IVP07243,KG,14040,2022-04-11,2022-04-17,67
2022-Week15,IVP07258,KG,270,2022-04-11,2022-04-17,67
2022-Week15,IVP07303,KG,54,2022-04-11,2022-04-17,67
2022-Week15,IVP07309,KG,1,2022-04-11,2022-04-17,67
2022-Week15,IVP07331,KG,216,2022-04-11,2022-04-17,67
2022-Week15,IVP07344,KG,324,2022-04-11,2022-04-17,67
2022-Week15,IVP07361,KG,540,2022-04-11,2022-04-17,67
2022-Week15,IVP07384,KG,17283,2022-04-11,2022-04-17,67
2022-Week15,IVP07387,KG,27,2022-04-11,2022-04-17,67
2022-Week15,IVP07410,KG,1080,2022-04-11,2022-04-17,67
2022-Week15,IVP07412,KG,297,2022-04-11,2022-04-17,67
2022-Week15,IVP07445,KG,270,2022-04-11,2022-04-17,67
2022-Week15,IVP07460,KG,810,2022-04-11,2022-04-17,67
2022-Week15,IVP07461,KG,540,2022-04-11,2022-04-17,67
2022-Week15,IVP07463,KG,4320,2022-04-11,2022-04-17,67
2022-Week15,IVP07480,KG,3240,2022-04-11,2022-04-17,67
2022-Week15,IVP07525,KG,4080,2022-04-11,2022-04-17,67
2022-Week15,IVP08003,KG,4,2022-04-11,2022-04-17,67
2022-Week15,IVP08051,KG,324,2022-04-11,2022-04-17,67
2022-Week15,IVP09009,KG,540,2022-04-11,2022-04-17,67
2022-Week15,IVP09022,KG,300,2022-04-11,2022-04-17,67
2022-Week15,IVP09028,KG,270,2022-04-11,2022-04-17,67
2022-Week15,IVP10025,KG,600,2022-04-11,2022-04-17,67
2022-Week15,IVP11032,KG,300,2022-04-11,2022-04-17,67
2022-Week15,IVP11038,KG,600,2022-04-11,2022-04-17,67
2022-Week15,IVP11081,KG,228,2022-04-11,2022-04-17,67
2022-Week15,IVP11082,KG,600,2022-04-11,2022-04-17,67
2022-Week15,IVP11083,KG,1200,2022-04-11,2022-04-17,67
2022-Week15,IVP11089,KG,85,2022-04-11,2022-04-17,67
2022-Week15,IVP11115,KG,28,2022-04-11,2022-04-17,67
2022-Week15,IVP11137,KG,114,2022-04-11,2022-04-17,67
2022-Week15,IVP11158,KG,142,2022-04-11,2022-04-17,67
2022-Week15,IVP11160T,KG,1500,2022-04-11,2022-04-17,67
2022-Week15,IVP11162,KG,31,2022-04-11,2022-04-17,67
2022-Week15,IVP11172,KG,114,2022-04-11,2022-04-17,67
2022-Week15,IVP11253,KG,1500,2022-04-11,2022-04-17,67
2022-Week15,IVP11277,KG,1500,2022-04-11,2022-04-17,67
2022-Week15,IVP11298,KG,57,2022-04-11,2022-04-17,67
2022-Week15,IVP11346,KG,2430,2022-04-11,2022-04-17,67
2022-Week15,IVP11368,KG,3,2022-04-11,2022-04-17,67
2022-Week15,IVP11419T,KG,1500,2022-04-11,2022-04-17,67
2022-Week15,IVP11479,KG,300,2022-04-11,2022-04-17,67
2022-Week15,IVP11503,KG,4500,2022-04-11,2022-04-17,67
2022-Week15,IVP11511,KG,624,2022-04-11,2022-04-17,67
2022-Week15,IVP11519,KG,85,2022-04-11,2022-04-17,67
2022-Week15,IVP11543,KG,114,2022-04-11,2022-04-17,67
2022-Week15,IVP11576,KG,600,2022-04-11,2022-04-17,67
2022-Week15,IVP11586,KG,14400,2022-04-11,2022-04-17,67
2022-Week15,IVP11666,KG,1500,2022-04-11,2022-04-17,67
2022-Week15,IVP11670,KG,4500,2022-04-11,2022-04-17,67
2022-Week15,IVP11671,KG,1500,2022-04-11,2022-04-17,67
2022-Week15,IVP11694,PZA,1,2022-04-11,2022-04-17,67
2022-Week15,IVP15060,KG,600,2022-04-11,2022-04-17,67
2022-Week15,IVP15087,PZA,126,2022-04-11,2022-04-17,67
2022-Week15,IVP15200,KG,1200,2022-04-11,2022-04-17,67
2022-Week15,IVP15230,KG,7,2022-04-11,2022-04-17,67
2022-Week15,IVP99256,PZA,1,2022-04-11,2022-04-17,67
2022-Week16,IVP01019,PZA,3,2022-04-18,2022-04-24,68
2022-Week16,IVP01020,PZA,1,2022-04-18,2022-04-24,68
2022-Week16,IVP04009,PZA,486,2022-04-18,2022-04-24,68
2022-Week16,IVP04010,PZA,18,2022-04-18,2022-04-24,68
2022-Week16,IVP04014,PZA,18,2022-04-18,2022-04-24,68
2022-Week16,IVP04018,PZA,18,2022-04-18,2022-04-24,68
2022-Week16,IVP04020,PZA,36,2022-04-18,2022-04-24,68
2022-Week16,IVP04039,PZA,63,2022-04-18,2022-04-24,68
2022-Week16,IVP07002,KG,81,2022-04-18,2022-04-24,68
2022-Week16,IVP07076,KG,27,2022-04-18,2022-04-24,68
2022-Week16,IVP07077,KG,6,2022-04-18,2022-04-24,68
2022-Week16,IVP07077,PZA,18,2022-04-18,2022-04-24,68
2022-Week16,IVP07078,KG,27,2022-04-18,2022-04-24,68
2022-Week16,IVP07099,PZA,36,2022-04-18,2022-04-24,68
2022-Week16,IVP07104,KG,27,2022-04-18,2022-04-24,68
2022-Week16,IVP07106,KG,27,2022-04-18,2022-04-24,68
2022-Week16,IVP07112,KG,54,2022-04-18,2022-04-24,68
2022-Week16,IVP07119,KG,270,2022-04-18,2022-04-24,68
2022-Week16,IVP07130,KG,327,2022-04-18,2022-04-24,68
2022-Week16,IVP07131,KG,2727,2022-04-18,2022-04-24,68
2022-Week16,IVP07134,KG,54,2022-04-18,2022-04-24,68
2022-Week16,IVP07141,PZA,18,2022-04-18,2022-04-24,68
2022-Week16,IVP07145,KG,7,2022-04-18,2022-04-24,68
2022-Week16,IVP07159,KG,540,2022-04-18,2022-04-24,68
2022-Week16,IVP07165,KG,324,2022-04-18,2022-04-24,68
2022-Week16,IVP07169,KG,3084,2022-04-18,2022-04-24,68
2022-Week16,IVP07170,KG,27,2022-04-18,2022-04-24,68
2022-Week16,IVP07193,KG,27,2022-04-18,2022-04-24,68
2022-Week16,IVP07207,KG,6,2022-04-18,2022-04-24,68
2022-Week16,IVP07211,KG,270,2022-04-18,2022-04-24,68
2022-Week16,IVP07214,KG,1,2022-04-18,2022-04-24,68
2022-Week16,IVP07219,KG,54,2022-04-18,2022-04-24,68
2022-Week16,IVP07225,KG,216,2022-04-18,2022-04-24,68
2022-Week16,IVP07229,KG,1080,2022-04-18,2022-04-24,68
2022-Week16,IVP07267,KG,27,2022-04-18,2022-04-24,68
2022-Week16,IVP07294,KG,33,2022-04-18,2022-04-24,68
2022-Week16,IVP07306,KG,87,2022-04-18,2022-04-24,68
2022-Week16,IVP07309,KG,6,2022-04-18,2022-04-24,68
2022-Week16,IVP07331,KG,648,2022-04-18,2022-04-24,68
2022-Week16,IVP07372,KG,54,2022-04-18,2022-04-24,68
2022-Week16,IVP07387,KG,162,2022-04-18,2022-04-24,68
2022-Week16,IVP07387,PZA,36,2022-04-18,2022-04-24,68
2022-Week16,IVP07410,KG,810,2022-04-18,2022-04-24,68
2022-Week16,IVP07412,KG,189,2022-04-18,2022-04-24,68
2022-Week16,IVP07428,KG,6,2022-04-18,2022-04-24,68
2022-Week16,IVP07445,KG,1890,2022-04-18,2022-04-24,68
2022-Week16,IVP07446,KG,648,2022-04-18,2022-04-24,68
2022-Week16,IVP07452,KG,540,2022-04-18,2022-04-24,68
2022-Week16,IVP07477,PZA,36,2022-04-18,2022-04-24,68
2022-Week16,IVP07497,PZA,3,2022-04-18,2022-04-24,68
2022-Week16,IVP07499,KG,945,2022-04-18,2022-04-24,68
2022-Week16,IVP07525,KG,4500,2022-04-18,2022-04-24,68
2022-Week16,IVP08003,KG,36,2022-04-18,2022-04-24,68
2022-Week16,IVP08007,KG,108,2022-04-18,2022-04-24,68
2022-Week16,IVP08031,KG,1206,2022-04-18,2022-04-24,68
2022-Week16,IVP08058,KG,6,2022-04-18,2022-04-24,68
2022-Week16,IVP09009,KG,2160,2022-04-18,2022-04-24,68
2022-Week16,IVP09028,KG,270,2022-04-18,2022-04-24,68
2022-Week16,IVP09062,KG,1,2022-04-18,2022-04-24,68
2022-Week16,IVP10009,KG,3,2022-04-18,2022-04-24,68
2022-Week16,IVP11025,KG,28,2022-04-18,2022-04-24,68
2022-Week16,IVP11055,KG,2100,2022-04-18,2022-04-24,68
2022-Week16,IVP11057,KG,28,2022-04-18,2022-04-24,68
2022-Week16,IVP11063,KG,328,2022-04-18,2022-04-24,68
2022-Week16,IVP11067,KG,1500,2022-04-18,2022-04-24,68
2022-Week16,IVP11080,KG,1548,2022-04-18,2022-04-24,68
2022-Week16,IVP11082,KG,57,2022-04-18,2022-04-24,68
2022-Week16,IVP11115,KG,600,2022-04-18,2022-04-24,68
2022-Week16,IVP11117,KG,28,2022-04-18,2022-04-24,68
2022-Week16,IVP11141,KG,30,2022-04-18,2022-04-24,68
2022-Week16,IVP11158,KG,113,2022-04-18,2022-04-24,68
2022-Week16,IVP11159,KG,627,2022-04-18,2022-04-24,68
2022-Week16,IVP11160,KG,113,2022-04-18,2022-04-24,68
2022-Week16,IVP11162,KG,642,2022-04-18,2022-04-24,68
2022-Week16,IVP11169,KG,57,2022-04-18,2022-04-24,68
2022-Week16,IVP11220,KG,57,2022-04-18,2022-04-24,68
2022-Week16,IVP11252,KG,606,2022-04-18,2022-04-24,68
2022-Week16,IVP11253,KG,285,2022-04-18,2022-04-24,68
2022-Week16,IVP11277,KG,28,2022-04-18,2022-04-24,68
2022-Week16,IVP11280,KG,470,2022-04-18,2022-04-24,68
2022-Week16,IVP11282,KG,600,2022-04-18,2022-04-24,68
2022-Week16,IVP11298,KG,57,2022-04-18,2022-04-24,68
2022-Week16,IVP11346,KG,1620,2022-04-18,2022-04-24,68
2022-Week16,IVP11356,KG,180,2022-04-18,2022-04-24,68
2022-Week16,IVP11365,KG,1,2022-04-18,2022-04-24,68
2022-Week16,IVP11380,KG,285,2022-04-18,2022-04-24,68
2022-Week16,IVP11419,KG,285,2022-04-18,2022-04-24,68
2022-Week16,IVP11479,KG,600,2022-04-18,2022-04-24,68
2022-Week16,IVP11519,KG,85,2022-04-18,2022-04-24,68
2022-Week16,IVP11528,KG,63,2022-04-18,2022-04-24,68
2022-Week16,IVP11541,KG,300,2022-04-18,2022-04-24,68
2022-Week16,IVP11586,KG,1200,2022-04-18,2022-04-24,68
2022-Week16,IVP11694,PZA,5,2022-04-18,2022-04-24,68
2022-Week16,IVP14020,KG,3,2022-04-18,2022-04-24,68
2022-Week16,IVP14057,KG,28,2022-04-18,2022-04-24,68
2022-Week16,IVP15034,KG,1800,2022-04-18,2022-04-24,68
2022-Week16,IVP15060,KG,1200,2022-04-18,2022-04-24,68
2022-Week16,IVP15064,KG,56,2022-04-18,2022-04-24,68
2022-Week16,IVP15087,PZA,234,2022-04-18,2022-04-24,68
2022-Week16,IVP15107,KG,120,2022-04-18,2022-04-24,68
2022-Week17,IVP01017,PZA,1,2022-04-25,2022-05-01,69
2022-Week17,IVP01019,PZA,2,2022-04-25,2022-05-01,69
2022-Week17,IVP01020,PZA,17,2022-04-25,2022-05-01,69
2022-Week17,IVP01021,PZA,1,2022-04-25,2022-05-01,69
2022-Week17,IVP04001,PZA,39,2022-04-25,2022-05-01,69
2022-Week17,IVP04009,PZA,126,2022-04-25,2022-05-01,69
2022-Week17,IVP04011,PZA,18,2022-04-25,2022-05-01,69
2022-Week17,IVP04014,PZA,19,2022-04-25,2022-05-01,69
2022-Week17,IVP04020,PZA,54,2022-04-25,2022-05-01,69
2022-Week17,IVP04039,PZA,146,2022-04-25,2022-05-01,69
2022-Week17,IVP07021,KG,1080,2022-04-25,2022-05-01,69
2022-Week17,IVP07042,KG,3,2022-04-25,2022-05-01,69
2022-Week17,IVP07068,KG,54,2022-04-25,2022-05-01,69
2022-Week17,IVP07072,KG,540,2022-04-25,2022-05-01,69
2022-Week17,IVP07082,KG,324,2022-04-25,2022-05-01,69
2022-Week17,IVP07085,KG,2700,2022-04-25,2022-05-01,69
2022-Week17,IVP07094,KG,4320,2022-04-25,2022-05-01,69
2022-Week17,IVP07099,KG,8370,2022-04-25,2022-05-01,69
2022-Week17,IVP07119,KG,27,2022-04-25,2022-05-01,69
2022-Week17,IVP07130,KG,57,2022-04-25,2022-05-01,69
2022-Week17,IVP07131,KG,570,2022-04-25,2022-05-01,69
2022-Week17,IVP07134,KG,54,2022-04-25,2022-05-01,69
2022-Week17,IVP07139,KG,54,2022-04-25,2022-05-01,69
2022-Week17,IVP07142,KG,540,2022-04-25,2022-05-01,69
2022-Week17,IVP07145,KG,2997,2022-04-25,2022-05-01,69
2022-Week17,IVP07159,KG,810,2022-04-25,2022-05-01,69
2022-Week17,IVP07165,PZA,72,2022-04-25,2022-05-01,69
2022-Week17,IVP07169,KG,945,2022-04-25,2022-05-01,69
2022-Week17,IVP07189,KG,54,2022-04-25,2022-05-01,69
2022-Week17,IVP07264,KG,2700,2022-04-25,2022-05-01,69
2022-Week17,IVP07292,KG,54,2022-04-25,2022-05-01,69
2022-Week17,IVP07294,KG,486,2022-04-25,2022-05-01,69
2022-Week17,IVP07306,KG,918,2022-04-25,2022-05-01,69
2022-Week17,IVP07322,KG,189,2022-04-25,2022-05-01,69
2022-Week17,IVP07331,KG,1755,2022-04-25,2022-05-01,69
2022-Week17,IVP07378,KG,27,2022-04-25,2022-05-01,69
2022-Week17,IVP07400,KG,27,2022-04-25,2022-05-01,69
2022-Week17,IVP07407,KG,27,2022-04-25,2022-05-01,69
2022-Week17,IVP07410,KG,810,2022-04-25,2022-05-01,69
2022-Week17,IVP07412,KG,81,2022-04-25,2022-05-01,69
2022-Week17,IVP07426,KG,54,2022-04-25,2022-05-01,69
2022-Week17,IVP07436,KG,1500,2022-04-25,2022-05-01,69
2022-Week17,IVP07440,KG,27,2022-04-25,2022-05-01,69
2022-Week17,IVP074409,KG,540,2022-04-25,2022-05-01,69
2022-Week17,IVP07445,KG,1350,2022-04-25,2022-05-01,69
2022-Week17,IVP07452,KG,3192,2022-04-25,2022-05-01,69
2022-Week17,IVP07480,KG,27,2022-04-25,2022-05-01,69
2022-Week17,IVP07520,KG,204,2022-04-25,2022-05-01,69
2022-Week17,IVP08003,KG,360,2022-04-25,2022-05-01,69
2022-Week17,IVP08007,KG,27,2022-04-25,2022-05-01,69
2022-Week17,IVP08016,KG,303,2022-04-25,2022-05-01,69
2022-Week17,IVP08026,KG,60,2022-04-25,2022-05-01,69
2022-Week17,IVP08061,KG,30,2022-04-25,2022-05-01,69
2022-Week17,IVP09009,KG,2430,2022-04-25,2022-05-01,69
2022-Week17,IVP09022,KG,300,2022-04-25,2022-05-01,69
2022-Week17,IVP09028,KG,540,2022-04-25,2022-05-01,69
2022-Week17,IVP09031,KG,600,2022-04-25,2022-05-01,69
2022-Week17,IVP09035,KG,2929,2022-04-25,2022-05-01,69
2022-Week17,IVP09036,KG,180,2022-04-25,2022-05-01,69
2022-Week17,IVP09076,KG,1080,2022-04-25,2022-05-01,69
2022-Week17,IVP10025,KG,629,2022-04-25,2022-05-01,69
2022-Week17,IVP11026,KG,28,2022-04-25,2022-05-01,69
2022-Week17,IVP11030,KG,312,2022-04-25,2022-05-01,69
2022-Week17,IVP11031,KG,484,2022-04-25,2022-05-01,69
2022-Week17,IVP11048,KG,300,2022-04-25,2022-05-01,69
2022-Week17,IVP11050,KG,300,2022-04-25,2022-05-01,69
2022-Week17,IVP11057,KG,28,2022-04-25,2022-05-01,69
2022-Week17,IVP11060,KG,3000,2022-04-25,2022-05-01,69
2022-Week17,IVP11067,KG,396,2022-04-25,2022-05-01,69
2022-Week17,IVP11082,KG,114,2022-04-25,2022-05-01,69
2022-Week17,IVP11087,KG,28,2022-04-25,2022-05-01,69
2022-Week17,IVP11098,KG,57,2022-04-25,2022-05-01,69
2022-Week17,IVP11137,KG,171,2022-04-25,2022-05-01,69
2022-Week17,IVP11144,KG,4399,2022-04-25,2022-05-01,69
2022-Week17,IVP11159,KG,484,2022-04-25,2022-05-01,69
2022-Week17,IVP11160,KG,1800,2022-04-25,2022-05-01,69
2022-Week17,IVP11161,KG,300,2022-04-25,2022-05-01,69
2022-Week17,IVP11162,KG,129,2022-04-25,2022-05-01,69
2022-Week17,IVP11213,KG,312,2022-04-25,2022-05-01,69
2022-Week17,IVP11252,KG,28,2022-04-25,2022-05-01,69
2022-Week17,IVP11280,KG,28,2022-04-25,2022-05-01,69
