Orden de Venta,Creacion Orden de Venta,Codigo Cliente,Articulo,Cantidad,Unidad de venta,Segmento Cliente
ABC073236,2022-05-20,F6F39D95,IVP07384,3,KG,Subsidiarias
ABC073236,2022-05-20,F6F39D95,IVP07201,2700,KG,Subsidiarias
ABC073236,2022-05-20,F6F39D95,IVP07372,324,KG,Subsidiarias
ABC073236,2022-05-20,F6F39D95,IVP07412,1080,KG,Subsidiarias
ABC073236,2022-05-20,F6F39D95,IVP07239,540,KG,Subsidiarias
ABC073236,2022-05-20,F6F39D95,IVP07165,1080,KG,Subsidiarias
ABC073236,2022-05-20,F6F39D95,IVP07133,600,KG,Subsidiarias
ABC073271,2022-05-21,D3F3041A,IVP11282,300,L,Minas
ABC073273,2022-05-21,DB26C066,IVP10002,18,PZA,Aceros
ABC073270,2022-05-21,E901F7E5,IVP99071,6,PZA,Automotriz
ABC073270,2022-05-21,E901F7E5,IVP99008,6,PZA,Automotriz
ABC073274,2022-05-22,EDD2371F,IVP09028,270,KG,Metal Mecanica
ABC073274,2022-05-22,EDD2371F,IVP09022,300,L,Metal Mecanica
ABC073274,2022-05-22,EDD2371F,IVP09023,300,L,Metal Mecanica
ABC073274,2022-05-22,EDD2371F,IVP09009,810,KG,Metal Mecanica
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073281,2022-05-23,15A3EA0A,IVP04039,1,PZA,Genericos
ABC073280,2022-05-23,A760F354,IVP04039,18,PZA,Genericos
ABC073279,2022-05-23,2C005B51,IVP11280,57,L,Distribuidor
ABC073279,2022-05-23,2C005B51,IVP07141,54,KG,Distribuidor
ABC073279,2022-05-23,2C005B51,IVP07294,54,KG,Distribuidor
ABC073278,2022-05-23,A760F354,IVP04039,36,PZA,Genericos
ABC073279,2022-05-23,2C005B51,IVP07331,135,KG,Distribuidor
ABC073277,2022-05-23,ADAAE913,IVP07157,2430,KG,Aceros
ABC073276,2022-05-23,B678967B,IVP10009,3,KG,Genericos
ABC073275,2022-05-23,044600D2,IVP11503,600,L,Distribuidor
ABC073275,2022-05-23,044600D2,IVP11503,600,L,Distribuidor
ABC073275,2022-05-23,044600D2,IVP11031,57,L,Distribuidor
ABC073275,2022-05-23,044600D2,IVP11031,57,L,Distribuidor
ABC073279,2022-05-23,2C005B51,IVP07309,54,KG,Distribuidor
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073290,2022-05-23,A760F354,IVP01016,1,PZA,Genericos
ABC073291,2022-05-23,E14A24B6,IVP15064,113,L,Polimeros
ABC073292,2022-05-23,1C110892,IVP07131,270,KG,Aceros
ABC073293,2022-05-23,4D8CDE44,IVP07446,972,KG,Distribuidor
ABC073294,2022-05-23,8E948DF7,IVP04009,36,PZA,Distribuidor
ABC073294,2022-05-23,8E948DF7,IVP07165,36,PZA,Distribuidor
ABC073290,2022-05-23,A760F354,IVP01019,1,PZA,Genericos
ABC073294,2022-05-23,8E948DF7,IVP07265,54,KG,Distribuidor
ABC073294,2022-05-23,8E948DF7,IVP07267,135,KG,Distribuidor
ABC073295,2022-05-23,2C005B51,IVP11347,85,L,Distribuidor
ABC073295,2022-05-23,2C005B51,IVP11047,28,L,Distribuidor
ABC073295,2022-05-23,2C005B51,IVP11238,624,L,Distribuidor
ABC073296,2022-05-23,74A1EBD4,IVP07215,270,KG,Aceros
ABC073296,2022-05-23,74A1EBD4,IVP07325,270,KG,Aceros
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073290,2022-05-23,A760F354,IVP01019,1,PZA,Genericos
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073290,2022-05-23,A760F354,IVP04039,1,PZA,Genericos
ABC073290,2022-05-23,A760F354,IVP01020,1,PZA,Genericos
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073283,2022-05-23,43B12797,IVP12004,360,L,Transporte
ABC073284,2022-05-23,15A3EA0A,IVP01020,1,PZA,Genericos
ABC073285,2022-05-23,43B12797,IVP07387,1080,KG,Transporte
ABC073286,2022-05-23,E38EE784,IVP07131,27,KG,Carton y Papel
ABC073287,2022-05-23,15A3EA0A,IVP04039,1,PZA,Genericos
ABC073284,2022-05-23,15A3EA0A,IVP04039,3,PZA,Genericos
ABC073288,2022-05-23,8402B883,IVP07219,81,KG,Alimentos y farmaceutica
ABC073289,2022-05-23,A760F354,IVP04039,1,PZA,Genericos
ABC073289,2022-05-23,A760F354,IVP01020,1,PZA,Genericos
ABC073289,2022-05-23,A760F354,IVP01019,1,PZA,Genericos
ABC073289,2022-05-23,A760F354,IVP01019,1,PZA,Genericos
ABC073289,2022-05-23,A760F354,IVP01016,1,PZA,Genericos
ABC073320,2022-05-24,A760F354,IVP01020,1,PZA,Genericos
ABC073320,2022-05-24,A760F354,IVP04039,1,PZA,Genericos
ABC073318,2022-05-24,E9306274,IVP10025,300,KG,Distribuidor
ABC073318,2022-05-24,E9306274,IVP10025,600,KG,Distribuidor
ABC073313,2022-05-24,CC67E3C2,IVP07411,135,KG,Cemento
ABC073315,2022-05-24,74A1EBD4,IVP07157,270,KG,Aceros
ABC073312,2022-05-24,3B448034,IVP04014,18,PZA,Alimentos y farmaceutica
ABC073321,2022-05-24,A760F354,IVP04039,1,PZA,Genericos
ABC073316,2022-05-24,74A1EBD4,IVP07157,270,KG,Aceros
ABC073321,2022-05-24,A760F354,IVP01020,3,PZA,Genericos
ABC073323,2022-05-24,D0B40618,IVP15196,960,L,Metal Mecanica
ABC073324,2022-05-24,7506A90E,IVP07201,135,KG,Distribuidor
ABC073325,2022-05-24,A760F354,IVP04039,1,PZA,Genericos
ABC073326,2022-05-24,AD5387D4,IVP11479,300,L,Metal Mecanica
ABC073327,2022-05-24,B616E895,IVP04039,1,PZA,
ABC073327,2022-05-24,B616E895,IVP01020,1,PZA,
ABC073311,2022-05-24,C7045DDB,IVP07445,540,KG,Aceros
ABC073328,2022-05-24,EDD2371F,IVP09028,810,KG,Metal Mecanica
ABC073328,2022-05-24,EDD2371F,IVP09009,1620,KG,Metal Mecanica
ABC073322,2022-05-24,F97390F5,IVP07528,48,KG,Metal Mecanica
ABC073310,2022-05-24,A760F354,IVP04039,18,PZA,Genericos
ABC073317,2022-05-24,9EA485C2,IVP07165,27,KG,Alimentos y farmaceutica
ABC073309,2022-05-24,82D9B2C9,IVP07341,330,KG,Distribuidor
ABC073297,2022-05-24,054FD593,IVP15060,1200,KG,Automotriz
ABC073309,2022-05-24,82D9B2C9,IVP07341,330,KG,Distribuidor
ABC073297,2022-05-24,054FD593,IVP15062,300,KG,Automotriz
ABC073298,2022-05-24,DA89EB02,IVP04009,18,PZA,Aceros
ABC073299,2022-05-24,D0B40618,IVP15196,30,L,Metal Mecanica
ABC073300,2022-05-24,7506A90E,IVP11298,28,L,Distribuidor
ABC073300,2022-05-24,7506A90E,IVP07085,27,KG,Distribuidor
ABC073301,2022-05-24,1785910F,IVP11085,57,L,Alimentos y farmaceutica
ABC073303,2022-05-24,E6576BEC,IVP11344,1,L,Genericos
ABC073304,2022-05-24,15A3EA0A,IVP04039,4,PZA,Genericos
ABC073304,2022-05-24,15A3EA0A,IVP11694,1,PZA,Genericos
ABC073300,2022-05-24,7506A90E,IVP11158,57,L,Distribuidor
ABC073307,2022-05-24,A760F354,IVP11694,4,PZA,Genericos
ABC073308,2022-05-24,90E8453B,IVP07133,783,KG,Distribuidor
ABC073309,2022-05-24,82D9B2C9,IVP07341,270,KG,Distribuidor
ABC073309,2022-05-24,82D9B2C9,IVP07341,270,KG,Distribuidor
ABC073309,2022-05-24,82D9B2C9,IVP07341,330,KG,Distribuidor
ABC073309,2022-05-24,82D9B2C9,IVP07341,330,KG,Distribuidor
ABC073309,2022-05-24,82D9B2C9,IVP07341,270,KG,Distribuidor
ABC073306,2022-05-24,A760F354,IVP04039,18,PZA,Genericos
ABC073309,2022-05-24,82D9B2C9,IVP07341,270,KG,Distribuidor
ABC073348,2022-05-25,7D881109,IVP04039,18,PZA,Genericos
ABC073346,2022-05-25,A8FAB560,IVP04014,36,PZA,Distribuidor
ABC073346,2022-05-25,A8FAB560,IVP11347,28,L,Distribuidor
ABC073346,2022-05-25,A8FAB560,IVP11028,28,L,Distribuidor
ABC073345,2022-05-25,A760F354,IVP11694,1,PZA,Genericos
ABC073345,2022-05-25,A760F354,IVP04039,54,PZA,Genericos
ABC073345,2022-05-25,A760F354,IVP11694,1,PZA,Genericos
ABC073345,2022-05-25,A760F354,IVP04039,54,PZA,Genericos
ABC073345,2022-05-25,A760F354,IVP04039,54,PZA,Genericos
ABC073348,2022-05-25,7D881109,IVP04039,18,PZA,Genericos
ABC073345,2022-05-25,A760F354,IVP04039,54,PZA,Genericos
ABC073348,2022-05-25,7D881109,IVP04039,18,PZA,Genericos
ABC073357,2022-05-25,E487E34E,IVP07304,300,KG,Cemento
ABC073349,2022-05-25,40A32FC2,IVP07387,54,KG,Distribuidor
ABC073350,2022-05-25,3FFF9BF3,IVP11519,1500,L,Metal Mecanica
ABC073352,2022-05-25,68F46D1A,IVP01021,37,PZA,Aceros
ABC073352,2022-05-25,68F46D1A,IVP01021,15,PZA,Aceros
ABC073354,2022-05-25,51CD51AF,IVP07452,2700,KG,Aceros
ABC073355,2022-05-25,B41AC96D,IVP04039,18,PZA,Genericos
ABC073355,2022-05-25,B41AC96D,IVP11694,1,PZA,Genericos
ABC073356,2022-05-25,B616E895,IVP01020,3,PZA,
ABC073358,2022-05-25,14B242C4,IVP07258,270,KG,Cemento
ABC073359,2022-05-25,3FFF9BF3,IVP11617,2400,L,Metal Mecanica
ABC073345,2022-05-25,A760F354,IVP11694,1,PZA,Genericos
ABC073348,2022-05-25,7D881109,IVP04039,18,PZA,Genericos
ABC073345,2022-05-25,A760F354,IVP11694,1,PZA,Genericos
ABC073353,2022-05-25,7748AF42,IVP07258,6,KG,Automotriz
ABC073344,2022-05-25,A760F354,IVP04039,4,PZA,Genericos
ABC073344,2022-05-25,A760F354,IVP01020,1,PZA,Genericos
ABC073329,2022-05-25,856D8515,IVP08003,240,KG,Distribuidor
ABC073330,2022-05-25,759A7216,IVP11252,4,L,Alimentos y farmaceutica
ABC073331,2022-05-25,FD778D94,IVP11162,3,L,Distribuidor
ABC073331,2022-05-25,FD778D94,IVP11162,3,L,Distribuidor
ABC073332,2022-05-25,BA62A6B7,IVP07130,300,KG,Distribuidor
ABC073334,2022-05-25,613685E0,IVP07170,270,KG,Aceros
ABC073347,2022-05-25,1E0BDDCC,IVP11543,114,L,Metal Mecanica
ABC073336,2022-05-25,78E7AA1B,IVP11274,1,L,Distribuidor
ABC073343,2022-05-25,A8FAB560,IVP07322,54,KG,Distribuidor
ABC073342,2022-05-25,622E5F1D,IVP11083,7,L,Alimentos y farmaceutica
ABC073341,2022-05-25,78E7AA1B,IVP07322,54,KG,Distribuidor
ABC073341,2022-05-25,78E7AA1B,IVP11141,120,L,Distribuidor
ABC073340,2022-05-25,856D8515,IVP11521,300,L,Distribuidor
ABC073343,2022-05-25,A8FAB560,IVP11262,57,L,Distribuidor
ABC073339,2022-05-25,044600D2,IVP11603,142,L,Distribuidor
ABC073338,2022-05-25,A760F354,IVP01020,1,PZA,Genericos
ABC073338,2022-05-25,A760F354,IVP04039,4,PZA,Genericos
ABC073337,2022-05-25,68F46D1A,IVP07207,810,KG,Aceros
ABC073339,2022-05-25,044600D2,IVP11603,142,L,Distribuidor
ABC073337,2022-05-25,68F46D1A,IVP07094,3240,KG,Aceros
ABC073385,2022-05-26,A760F354,IVP04039,4,PZA,Genericos
ABC073384,2022-05-26,C64332BB,IVP07525,1080,KG,Aceros
ABC073383,2022-05-26,3FFF9BF3,IVP11519,1500,L,Metal Mecanica
ABC073381,2022-05-26,3FFF9BF3,IVP11519,1500,L,Metal Mecanica
ABC073380,2022-05-26,BA62A6B7,IVP07169,27,KG,Distribuidor
ABC073380,2022-05-26,BA62A6B7,IVP07309,270,KG,Distribuidor
ABC073379,2022-05-26,CB59CB54,IVP11159,427,L,Alimentos y farmaceutica
ABC073378,2022-05-26,8D596A91,IVP08003,36,KG,Distribuidor
ABC073378,2022-05-26,8D596A91,IVP07219,270,KG,Distribuidor
ABC073378,2022-05-26,8D596A91,IVP07216,270,KG,Distribuidor
ABC073380,2022-05-26,BA62A6B7,IVP07309,27,KG,Distribuidor
ABC073385,2022-05-26,A760F354,IVP01020,1,PZA,Genericos
ABC073386,2022-05-26,D4DF7975,IVP10009,30,KG,Metal Mecanica
ABC073386,2022-05-26,D4DF7975,IVP10009,30,KG,Metal Mecanica
ABC073377,2022-05-26,8E948DF7,IVP11112,28,L,Distribuidor
ABC073389,2022-05-26,5DBBC8CE,IVP04039,180,PZA,Genericos
ABC073390,2022-05-26,DD02E65E,IVP04009,18,PZA,Polimeros
ABC073390,2022-05-26,DD02E65E,IVP04018,18,PZA,Polimeros
ABC073392,2022-05-26,E487E34E,IVP11060,600,L,Cemento
ABC073386,2022-05-26,D4DF7975,IVP10009,30,KG,Metal Mecanica
ABC073377,2022-05-26,8E948DF7,IVP04009,18,PZA,Distribuidor
ABC073386,2022-05-26,D4DF7975,IVP10009,30,KG,Metal Mecanica
ABC073376,2022-05-26,CBA4E19F,IVP15034,2250,KG,Automotriz
ABC073377,2022-05-26,8E948DF7,IVP07274,54,KG,Distribuidor
ABC073360,2022-05-26,9450D4F7,IVP11135,342,L,Intercompanias
ABC073361,2022-05-26,044600D2,IVP07480,162,KG,Distribuidor
ABC073362,2022-05-26,101E74DD,IVP10025,150,KG,Metal Mecanica
ABC073362,2022-05-26,101E74DD,IVP11479,142,L,Metal Mecanica
ABC073363,2022-05-26,A760F354,IVP11694,6,PZA,Genericos
ABC073364,2022-05-26,5E88DBFE,IVP15107,90,KG,Automotriz
ABC073365,2022-05-26,875B06ED,IVP09009,2700,KG,Metal Mecanica
ABC073366,2022-05-26,8E948DF7,IVP10011,108,KG,Distribuidor
ABC073367,2022-05-26,15A3EA0A,IVP04039,1,PZA,Genericos
ABC073368,2022-05-26,12558C43,IVP07410,1080,KG,Aceros
ABC073369,2022-05-26,35250F34,IVP07165,36,PZA,Alimentos y farmaceutica
ABC073380,2022-05-26,BA62A6B7,IVP07169,270,KG,Distribuidor
ABC073371,2022-05-26,2BCBD4C5,IVP11137,300,L,Genericos
ABC073371,2022-05-26,2BCBD4C5,IVP07223,270,KG,Genericos
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073373,2022-05-26,7F92C6D6,IVP11030,7,L,Minas
ABC073372,2022-05-26,9DFBC3F3,IVP04039,36,PZA,Genericos
ABC073374,2022-05-26,F6AD6BD4,IVP07191,108,KG,Cemento
ABC073375,2022-05-26,1785910F,IVP07254,27,KG,Alimentos y farmaceutica
ABC073398,2022-05-27,90D6A00B,IVP99387,3,PZA,Metal Mecanica
ABC073403,2022-05-27,51CD51AF,IVP08003,180,KG,Aceros
ABC073402,2022-05-27,D36F1A60,IVP11430,171,L,Metal Mecanica
ABC073401,2022-05-27,4D8CDE44,IVP11080,312,L,Distribuidor
ABC073400,2022-05-27,12558C43,IVP07410,810,KG,Aceros
ABC073399,2022-05-27,8C34C4C6,IVP07119,108,KG,Aceros
ABC073398,2022-05-27,90D6A00B,IVP99387,3,PZA,Metal Mecanica
ABC073398,2022-05-27,90D6A00B,IVP99387,1,PZA,Metal Mecanica
ABC073397,2022-05-27,EEB6432C,IVP04009,36,PZA,Ingenios
ABC073396,2022-05-27,14828BE4,IVP11533,1500,L,Metal Mecanica
ABC073395,2022-05-27,819B1521,IVP07169,81,KG,Metal Mecanica
ABC073394,2022-05-27,044600D2,IVP07225,108,KG,Distribuidor
ABC073393,2022-05-27,9D9A62E2,IVP08052,7,KG,Metal Mecanica
ABC073393,2022-05-27,9D9A62E2,IVP08003,7,KG,Metal Mecanica
ABC073398,2022-05-27,90D6A00B,IVP99387,1,PZA,Metal Mecanica
ABC073418,2022-05-30,F647A81C,IVP11586,900,L,Minas
ABC073419,2022-05-30,A760F354,IVP01020,1,PZA,Genericos
ABC073419,2022-05-30,A760F354,IVP04039,18,PZA,Genericos
ABC073421,2022-05-30,ED757560,IVP07113,540,KG,Minas
ABC073422,2022-05-30,ED757560,IVP07077,135,KG,Minas
ABC073425,2022-05-30,F647A81C,IVP11586,600,L,Minas
ABC073423,2022-05-30,C64332BB,IVP07555,270,KG,Aceros
ABC073424,2022-05-30,F486AD48,IVP11694,3,PZA,Genericos
ABC073417,2022-05-30,40C45AE5,IVP04039,72,PZA,Genericos
ABC073426,2022-05-30,D88189A2,IVP11346,810,KG,Distribuidor
ABC073426,2022-05-30,D88189A2,IVP11346,810,KG,Distribuidor
ABC073427,2022-05-30,68F46D1A,IVP07094,2160,KG,Aceros
ABC073423,2022-05-30,C64332BB,IVP07294,270,KG,Aceros
ABC073416,2022-05-30,526D1E4B,IVP11479,600,L,Metal Mecanica
ABC073414,2022-05-30,12558C43,IVP08007,90,KG,Aceros
ABC073415,2022-05-30,622E5F1D,IVP07077,27,KG,Alimentos y farmaceutica
ABC073415,2022-05-30,622E5F1D,IVP07244,27,KG,Alimentos y farmaceutica
ABC073413,2022-05-30,622E5F1D,IVP11137,312,L,Alimentos y farmaceutica
ABC073412,2022-05-30,FC8EF6A5,IVP07077,6,KG,Quimica y Petroquimica
ABC073411,2022-05-30,335D8CFC,IVP04039,18,PZA,Genericos
ABC073410,2022-05-30,74A1EBD4,IVP08007,18,KG,Aceros
ABC073409,2022-05-30,F323F434,IVP11162,600,L,Distribuidor
ABC073407,2022-05-30,33024008,IVP07556,6,KG,
ABC073406,2022-05-30,B9B74BCE,IVP11159,300,L,Distribuidor
ABC073405,2022-05-30,325E1F1A,IVP07207,810,KG,Aceros
ABC073404,2022-05-30,93AB2D93,IVP04014,18,PZA,Distribuidor
ABC073427,2022-05-30,68F46D1A,IVP07273,540,KG,Aceros
ABC073404,2022-05-30,93AB2D93,IVP07244,27,KG,Distribuidor
ABC073415,2022-05-30,622E5F1D,IVP07193,54,KG,Alimentos y farmaceutica
ABC073404,2022-05-30,93AB2D93,IVP07322,27,KG,Distribuidor
ABC073427,2022-05-30,68F46D1A,IVP09076,1620,KG,Aceros
ABC073429,2022-05-30,B0F4660C,IVP07254,18,PZA,Alimentos y farmaceutica
ABC073428,2022-05-30,7506A90E,IVP11159,142,L,Distribuidor
ABC073441,2022-05-30,1BF99781,IVP11057,57,L,Alimentos y farmaceutica
ABC073441,2022-05-30,1BF99781,IVP11162,57,L,Alimentos y farmaceutica
ABC073441,2022-05-30,1BF99781,IVP11345,57,L,Alimentos y farmaceutica
ABC073440,2022-05-30,78E7AA1B,IVP11298,300,L,Distribuidor
ABC073439,2022-05-30,74A1EBD4,IVP07157,270,KG,Aceros
ABC073438,2022-05-30,74A1EBD4,IVP07157,270,KG,Aceros
ABC073437,2022-05-30,4CC7DE4E,IVP11694,1,PZA,Genericos
ABC073436,2022-05-30,60E506F5,IVP11057,300,L,Cemento
ABC073435,2022-05-30,60E506F5,IVP11055,600,L,Cemento
ABC073434,2022-05-30,EDD2371F,IVP09009,540,KG,Metal Mecanica
ABC073434,2022-05-30,EDD2371F,IVP09028,810,KG,Metal Mecanica
ABC073433,2022-05-30,325E1F1A,IVP11264,285,L,Aceros
ABC073431,2022-05-30,A760F354,IVP04039,18,PZA,Genericos
ABC073430,2022-05-30,7506A90E,IVP11159,142,L,Distribuidor
ABC073437,2022-05-30,4CC7DE4E,IVP04039,18,PZA,Genericos
ABC073469,2022-05-31,86CE7EC3,IVP07445,540,KG,Aceros
ABC073468,2022-05-31,2618C5D0,IVP04001,18,PZA,Aceros
ABC073467,2022-05-31,6F3748FA,IVP11162,28,L,Distribuidor
ABC073467,2022-05-31,6F3748FA,IVP07219,81,KG,Distribuidor
ABC073465,2022-05-31,4CC7DE4E,IVP11694,1,PZA,Genericos
ABC073466,2022-05-31,44C68EED,IVP07384,54,KG,Aceros
ABC073465,2022-05-31,4CC7DE4E,IVP04039,54,PZA,Genericos
ABC073470,2022-05-31,A319D1B7,IVP07306,810,KG,Aceros
ABC073466,2022-05-31,44C68EED,IVP07384,54,KG,Aceros
ABC073471,2022-05-31,A319D1B7,IVP07130,60,KG,Aceros
ABC073460,2022-05-31,B678967B,IVP17068,3,PZA,Genericos
ABC073471,2022-05-31,A319D1B7,IVP07072,540,KG,Aceros
ABC073471,2022-05-31,A319D1B7,IVP08003,90,KG,Aceros
ABC073472,2022-05-31,A319D1B7,IVP07099,6480,KG,Aceros
ABC073473,2022-05-31,A319D1B7,IVP11144,3300,L,Aceros
ABC073474,2022-05-31,A319D1B7,IVP07025,540,KG,Aceros
ABC073475,2022-05-31,A319D1B7,IVP07085,1350,KG,Aceros
ABC073476,2022-05-31,A319D1B7,IVP07025,270,KG,Aceros
ABC073464,2022-05-31,325E1F1A,IVP11521,3,L,Aceros
ABC073460,2022-05-31,B678967B,IVP99037,1,PZA,Genericos
ABC073471,2022-05-31,A319D1B7,IVP07085,1350,KG,Aceros
ABC073463,2022-05-31,1C110892,IVP07099,37800,KG,Aceros
ABC073473,2022-05-31,A319D1B7,IVP11144,300,L,Aceros
ABC073463,2022-05-31,1C110892,IVP07099,37800,KG,Aceros
ABC073444,2022-05-31,622E5F1D,IVP07193,1,KG,Alimentos y farmaceutica
ABC073443,2022-05-31,C7045DDB,IVP07169,189,KG,Aceros
ABC073463,2022-05-31,1C110892,IVP07099,37800,KG,Aceros
ABC073445,2022-05-31,759A7216,IVP11162,4,L,Alimentos y farmaceutica
ABC073446,2022-05-31,90D6A00B,IVP10025,90,KG,Metal Mecanica
ABC073447,2022-05-31,68F46D1A,IVP08045,6,KG,Aceros
ABC073442,2022-05-31,622E5F1D,IVP07193,1,KG,Alimentos y farmaceutica
ABC073448,2022-05-31,4D8CDE44,IVP11028,28,L,Distribuidor
ABC073449,2022-05-31,ED757560,IVP15232,30,L,Minas
ABC073450,2022-05-31,BAC2056B,IVP07203,270,KG,Aceros
ABC073451,2022-05-31,DB26C066,IVP07222,81,KG,Aceros
ABC073448,2022-05-31,4D8CDE44,IVP07446,270,KG,Distribuidor
ABC073453,2022-05-31,E0EA2123,IVP07306,270,KG,Aceros
ABC073454,2022-05-31,E0EA2123,IVP07083,27,KG,Aceros
ABC073455,2022-05-31,68F46D1A,IVP07397,810,KG,Aceros
ABC073463,2022-05-31,1C110892,IVP07099,37800,KG,Aceros
ABC073456,2022-05-31,EB2EE452,IVP07169,189,KG,Aceros
ABC073457,2022-05-31,EB2EE452,IVP07169,108,KG,Aceros
ABC073458,2022-05-31,EB2EE452,IVP08007,30,KG,Aceros
ABC073459,2022-05-31,4D8CDE44,IVP07244,1,PZA,Distribuidor
ABC073462,2022-05-31,82D9B2C9,IVP07341,270,KG,Distribuidor
ABC073461,2022-05-31,15A3EA0A,IVP04039,4,PZA,Genericos
ABC073452,2022-05-31,DB26C066,IVP07294,270,KG,Aceros
ABC073486,2022-06-01,7D881109,IVP04039,36,PZA,Genericos
ABC073487,2022-06-01,018C4FFA,IVP99022,4,PZA,Metal Mecanica
ABC073491,2022-06-01,E4AE17A8,IVP15042,300,KG,Polimeros
ABC073489,2022-06-01,E4AE17A8,IVP15042,300,KG,Polimeros
ABC073490,2022-06-01,E4AE17A8,IVP15042,300,KG,Polimeros
ABC073492,2022-06-01,55371B08,IVP07193,27,KG,Alimentos y farmaceutica
ABC073494,2022-06-01,B9B74BCE,IVP11430,300,L,Distribuidor
ABC073486,2022-06-01,7D881109,IVP04039,36,PZA,Genericos
ABC073488,2022-06-01,E4AE17A8,IVP15042,300,KG,Polimeros
ABC073486,2022-06-01,7D881109,IVP04039,36,PZA,Genericos
ABC073486,2022-06-01,7D881109,IVP04039,36,PZA,Genericos
ABC073485,2022-06-01,12558C43,IVP11492,312,L,Aceros
ABC073485,2022-06-01,12558C43,IVP11087,1200,L,Aceros
ABC073478,2022-06-01,15A3EA0A,IVP04039,3,PZA,Genericos
ABC073479,2022-06-01,A760F354,IVP04039,18,PZA,Genericos
ABC073481,2022-06-01,78E7AA1B,IVP07322,54,KG,Distribuidor
ABC073480,2022-06-01,143BFBF4,IVP07373,6,KG,Aceros
ABC073481,2022-06-01,78E7AA1B,IVP08045,36,KG,Distribuidor
ABC073481,2022-06-01,78E7AA1B,IVP07077,18,PZA,Distribuidor
ABC073482,2022-06-01,EC5A61DE,IVP14005,30,KG,Automotriz
ABC073483,2022-06-01,77773FF1,IVP07207,270,KG,Aceros
ABC073484,2022-06-01,EF37BA4A,IVP04039,18,PZA,Genericos
ABC073481,2022-06-01,78E7AA1B,IVP11274,85,L,Distribuidor
ABC073509,2022-06-02,D4C576EB,IVP07412,360,PZA,Subsidiarias
ABC073509,2022-06-02,D4C576EB,IVP07244,54,KG,Subsidiarias
ABC073509,2022-06-02,D4C576EB,IVP11047,285,L,Subsidiarias
ABC073509,2022-06-02,D4C576EB,IVP07309,81,KG,Subsidiarias
ABC073509,2022-06-02,D4C576EB,IVP07412,108,KG,Subsidiarias
ABC073507,2022-06-02,12558C43,IVP08034,30,KG,Aceros
ABC073509,2022-06-02,D4C576EB,IVP07452,270,KG,Subsidiarias
ABC073509,2022-06-02,D4C576EB,IVP07452,1080,KG,Subsidiarias
ABC073509,2022-06-02,D4C576EB,IVP10025,2100,KG,Subsidiarias
ABC073508,2022-06-02,325E1F1A,IVP07145,1620,KG,Aceros
ABC073509,2022-06-02,D4C576EB,IVP15023,450,KG,Subsidiarias
ABC073509,2022-06-02,D4C576EB,IVP07479,810,KG,Subsidiarias
ABC073510,2022-06-02,DD2BF499,IVP08003,9,KG,Metal Mecanica
ABC073519,2022-06-02,D2FEC2D7,IVP04009,216,PZA,Distribuidor
ABC073514,2022-06-02,5D7BFE8C,IVP07412,4,KG,Alimentos y farmaceutica
ABC073515,2022-06-02,147D7261,IVP11031,300,L,Genericos
ABC073516,2022-06-02,5D7BFE8C,IVP07412,4,KG,Alimentos y farmaceutica
ABC073517,2022-06-02,5D7BFE8C,IVP07412,4,KG,Alimentos y farmaceutica
ABC073518,2022-06-02,5D7BFE8C,IVP07412,4,KG,Alimentos y farmaceutica
ABC073520,2022-06-02,1DA3AE5E,IVP07159,810,KG,Aceros
ABC073521,2022-06-02,1DA3AE5E,IVP074409,810,KG,Aceros
ABC073522,2022-06-02,17BF61E8,IVP11307,600,L,Polimeros
ABC073523,2022-06-02,7EFC39AE,IVP07293,2430,KG,Aceros
ABC073523,2022-06-02,7EFC39AE,IVP07169,1350,KG,Aceros
ABC073523,2022-06-02,7EFC39AE,IVP07452,270,KG,Aceros
ABC073523,2022-06-02,7EFC39AE,IVP11144,300,L,Aceros
ABC073524,2022-06-02,60E506F5,IVP07137,270,KG,Cemento
ABC073513,2022-06-02,7F92C6D6,IVP11083,15,L,Minas
ABC073506,2022-06-02,51CD51AF,IVP08026,12,KG,Aceros
ABC073508,2022-06-02,325E1F1A,IVP07145,1620,KG,Aceros
ABC073505,2022-06-02,BA62A6B7,IVP15196,30,L,Distribuidor
