Week,Articulo,Unidad de venta,Segmento Cliente,Creacion Orden de Venta,Cantidad,Week Start,Week End
2022-Week35,IVP11539,L,Distribuidor,2022-08-31,300,2022-08-29,2022-09-04
2022-Week35,IVP11543,L,Metal Mecanica,2022-09-02,114,2022-08-29,2022-09-04
2022-Week35,IVP11551,L,Distribuidor,2022-08-31,5400,2022-08-29,2022-09-04
2022-Week35,IVP11558,L,Distribuidor,2022-08-30,9,2022-08-29,2022-09-04
2022-Week35,IVP11576,L,Alimentos y farmaceutica,2022-09-01,600,2022-08-29,2022-09-04
2022-Week35,IVP11595,L,Aceros,2022-08-30,4500,2022-08-29,2022-09-04
2022-Week35,IVP11603,L,Distribuidor,2022-08-31,285,2022-08-29,2022-09-04
2022-Week35,IVP11611,L,Distribuidor,2022-08-31,285,2022-08-29,2022-09-04
2022-Week35,IVP11694,PZA,Genericos,2022-08-29,10,2022-08-29,2022-09-04
2022-Week35,IVP11694,PZA,Genericos,2022-08-30,1,2022-08-29,2022-09-04
2022-Week35,IVP11694,PZA,Genericos,2022-08-31,4,2022-08-29,2022-09-04
2022-Week35,IVP11694,PZA,Genericos,2022-09-01,5,2022-08-29,2022-09-04
2022-Week35,IVP13011,L,Metal Mecanica,2022-08-31,405,2022-08-29,2022-09-04
2022-Week35,IVP15034,KG,Automotriz,2022-09-02,2250,2022-08-29,2022-09-04
2022-Week35,IVP15060,KG,Automotriz,2022-08-30,1800,2022-08-29,2022-09-04
2022-Week35,IVP15062,KG,Automotriz,2022-08-30,300,2022-08-29,2022-09-04
2022-Week35,IVP15064,L,Polimeros,2022-09-02,56,2022-08-29,2022-09-04
2022-Week35,IVP15087,PZA,Automotriz,2022-08-29,144,2022-08-29,2022-09-04
2022-Week35,IVP15087,PZA,Automotriz,2022-08-30,180,2022-08-29,2022-09-04
2022-Week35,IVP15087,PZA,Metal Mecanica,2022-09-01,90,2022-08-29,2022-09-04
2022-Week35,IVP15118,KG,Genericos,2022-08-31,30,2022-08-29,2022-09-04
2022-Week35,IVP15125,KG,Polimeros,2022-08-31,30,2022-08-29,2022-09-04
2022-Week35,IVP15169,KG,Genericos,2022-08-31,30,2022-08-29,2022-09-04
2022-Week36,IVP01020,PZA,Genericos,2022-09-08,1,2022-09-05,2022-09-11
2022-Week36,IVP01020,PZA,Genericos,2022-09-09,4,2022-09-05,2022-09-11
2022-Week36,IVP04001,PZA,Distribuidor,2022-09-07,18,2022-09-05,2022-09-11
2022-Week36,IVP04009,PZA,Aceros,2022-09-09,18,2022-09-05,2022-09-11
2022-Week36,IVP04009,PZA,Alimentos y farmaceutica,2022-09-09,18,2022-09-05,2022-09-11
2022-Week36,IVP04009,PZA,Distribuidor,2022-09-06,720,2022-09-05,2022-09-11
2022-Week36,IVP04009,PZA,Distribuidor,2022-09-07,90,2022-09-05,2022-09-11
2022-Week36,IVP04009,PZA,Distribuidor,2022-09-09,216,2022-09-05,2022-09-11
2022-Week36,IVP04014,PZA,Distribuidor,2022-09-06,54,2022-09-05,2022-09-11
2022-Week36,IVP04039,PZA,Genericos,2022-09-05,1055,2022-09-05,2022-09-11
2022-Week36,IVP04039,PZA,Genericos,2022-09-06,27,2022-09-05,2022-09-11
2022-Week36,IVP04039,PZA,Genericos,2022-09-08,4,2022-09-05,2022-09-11
2022-Week36,IVP04039,PZA,Genericos,2022-09-09,5,2022-09-05,2022-09-11
2022-Week36,IVP07042,KG,Distribuidor,2022-09-08,4,2022-09-05,2022-09-11
2022-Week36,IVP07068,KG,Alimentos y farmaceutica,2022-09-06,4,2022-09-05,2022-09-11
2022-Week36,IVP07076,KG,Subsidiarias,2022-09-07,216,2022-09-05,2022-09-11
2022-Week36,IVP07077,KG,Distribuidor,2022-09-05,15,2022-09-05,2022-09-11
2022-Week36,IVP07077,KG,Subsidiarias,2022-09-07,540,2022-09-05,2022-09-11
2022-Week36,IVP07105,KG,Minas,2022-09-05,135,2022-09-05,2022-09-11
2022-Week36,IVP07113,KG,Minas,2022-09-07,540,2022-09-05,2022-09-11
2022-Week36,IVP07114,KG,Distribuidor,2022-09-05,36,2022-09-05,2022-09-11
2022-Week36,IVP07120,KG,Alimentos y farmaceutica,2022-09-05,27,2022-09-05,2022-09-11
2022-Week36,IVP07121,KG,Aceros,2022-09-07,216,2022-09-05,2022-09-11
2022-Week36,IVP07131,KG,Carton y Papel,2022-09-09,27,2022-09-05,2022-09-11
2022-Week36,IVP07131,KG,Distribuidor,2022-09-09,54300,2022-09-05,2022-09-11
2022-Week36,IVP07131,KG,Quimica y Petroquimica,2022-09-06,27,2022-09-05,2022-09-11
2022-Week36,IVP07134,KG,Distribuidor,2022-09-09,4800,2022-09-05,2022-09-11
2022-Week36,IVP07145,KG,Polimeros,2022-09-05,270,2022-09-05,2022-09-11
2022-Week36,IVP07145,KG,Subsidiarias,2022-09-07,3780,2022-09-05,2022-09-11
2022-Week36,IVP07157,KG,Aceros,2022-09-05,270,2022-09-05,2022-09-11
2022-Week36,IVP07159,KG,Aceros,2022-09-07,810,2022-09-05,2022-09-11
2022-Week36,IVP07165,KG,Distribuidor,2022-09-06,27,2022-09-05,2022-09-11
2022-Week36,IVP07165,KG,Distribuidor,2022-09-09,81,2022-09-05,2022-09-11
2022-Week36,IVP07165,PZA,Alimentos y farmaceutica,2022-09-07,36,2022-09-05,2022-09-11
2022-Week36,IVP07169,KG,Aceros,2022-09-05,108,2022-09-05,2022-09-11
2022-Week36,IVP07169,KG,Aceros,2022-09-06,189,2022-09-05,2022-09-11
2022-Week36,IVP07169,KG,Distribuidor,2022-09-09,540,2022-09-05,2022-09-11
2022-Week36,IVP07170,KG,Distribuidor,2022-09-06,27,2022-09-05,2022-09-11
2022-Week36,IVP07174,PZA,Distribuidor,2022-09-07,18,2022-09-05,2022-09-11
2022-Week36,IVP07201,KG,Distribuidor,2022-09-08,81,2022-09-05,2022-09-11
2022-Week36,IVP07207,KG,Aceros,2022-09-05,540,2022-09-05,2022-09-11
2022-Week36,IVP07207,KG,Aceros,2022-09-09,1620,2022-09-05,2022-09-11
2022-Week36,IVP07215,KG,Aceros,2022-09-05,270,2022-09-05,2022-09-11
2022-Week36,IVP07215,KG,Aceros,2022-09-09,270,2022-09-05,2022-09-11
2022-Week36,IVP07215,KG,Distribuidor,2022-09-06,81,2022-09-05,2022-09-11
2022-Week36,IVP07219,PZA,Distribuidor,2022-09-08,36,2022-09-05,2022-09-11
2022-Week36,IVP07224,KG,Distribuidor,2022-09-07,6600,2022-09-05,2022-09-11
2022-Week36,IVP07224,KG,Distribuidor,2022-09-09,7200,2022-09-05,2022-09-11
2022-Week36,IVP07225,KG,Distribuidor,2022-09-07,432,2022-09-05,2022-09-11
2022-Week36,IVP07244,KG,Alimentos y farmaceutica,2022-09-05,1,2022-09-05,2022-09-11
2022-Week36,IVP07259,KG,Distribuidor,2022-09-06,27,2022-09-05,2022-09-11
2022-Week36,IVP07267,KG,Distribuidor,2022-09-06,108,2022-09-05,2022-09-11
2022-Week36,IVP07267,KG,Distribuidor,2022-09-08,405,2022-09-05,2022-09-11
2022-Week36,IVP07272,KG,Minas,2022-09-08,2970,2022-09-05,2022-09-11
2022-Week36,IVP07274,KG,Distribuidor,2022-09-06,27,2022-09-05,2022-09-11
2022-Week36,IVP07274,KG,Distribuidor,2022-09-07,54,2022-09-05,2022-09-11
2022-Week36,IVP07294,KG,Aceros,2022-09-07,108,2022-09-05,2022-09-11
2022-Week36,IVP07294,KG,Minas,2022-09-09,30,2022-09-05,2022-09-11
2022-Week36,IVP07306,KG,Aceros,2022-09-09,81,2022-09-05,2022-09-11
2022-Week36,IVP07309,KG,Distribuidor,2022-09-07,162,2022-09-05,2022-09-11
2022-Week36,IVP07309,KG,Distribuidor,2022-09-09,1782,2022-09-05,2022-09-11
2022-Week36,IVP07322,KG,Distribuidor,2022-09-09,810,2022-09-05,2022-09-11
2022-Week36,IVP07331,KG,Alimentos y farmaceutica,2022-09-05,1,2022-09-05,2022-09-11
2022-Week36,IVP07331,KG,Distribuidor,2022-09-07,540,2022-09-05,2022-09-11
2022-Week36,IVP07331,KG,Distribuidor,2022-09-09,3240,2022-09-05,2022-09-11
2022-Week36,IVP07341,KG,Distribuidor,2022-09-06,2160,2022-09-05,2022-09-11
2022-Week36,IVP07361,KG,Minas,2022-09-08,4,2022-09-05,2022-09-11
2022-Week36,IVP07378,KG,Ferrocarriles,2022-09-06,2268,2022-09-05,2022-09-11
2022-Week36,IVP07384,KG,Aceros,2022-09-07,540,2022-09-05,2022-09-11
2022-Week36,IVP07384,KG,Aceros,2022-09-09,6,2022-09-05,2022-09-11
2022-Week36,IVP07387,KG,Distribuidor,2022-09-05,81,2022-09-05,2022-09-11
2022-Week36,IVP07400,KG,Aceros,2022-09-08,108,2022-09-05,2022-09-11
2022-Week36,IVP07411,KG,Subsidiarias,2022-09-07,540,2022-09-05,2022-09-11
2022-Week36,IVP07412,KG,Alimentos y farmaceutica,2022-09-07,30,2022-09-05,2022-09-11
2022-Week36,IVP07428,KG,Aceros,2022-09-09,297,2022-09-05,2022-09-11
2022-Week36,IVP074409,KG,Aceros,2022-09-07,1620,2022-09-05,2022-09-11
2022-Week36,IVP07445,KG,Aceros,2022-09-06,540,2022-09-05,2022-09-11
2022-Week36,IVP07446,KG,Distribuidor,2022-09-05,2700,2022-09-05,2022-09-11
2022-Week36,IVP07452,KG,Minas,2022-09-06,1,2022-09-05,2022-09-11
2022-Week36,IVP07452,KG,Subsidiarias,2022-09-07,4320,2022-09-05,2022-09-11
2022-Week36,IVP07479,KG,Subsidiarias,2022-09-07,540,2022-09-05,2022-09-11
2022-Week36,IVP07480,KG,Distribuidor,2022-09-08,135,2022-09-05,2022-09-11
2022-Week36,IVP07533,KG,Minas,2022-09-05,135,2022-09-05,2022-09-11
2022-Week36,IVP08003,KG,Aceros,2022-09-07,216,2022-09-05,2022-09-11
2022-Week36,IVP08007,KG,Aceros,2022-09-05,6,2022-09-05,2022-09-11
2022-Week36,IVP08007,KG,Aceros,2022-09-07,90,2022-09-05,2022-09-11
2022-Week36,IVP08016,KG,Distribuidor,2022-09-05,60,2022-09-05,2022-09-11
2022-Week36,IVP08016,KG,Distribuidor,2022-09-09,432,2022-09-05,2022-09-11
2022-Week36,IVP09009,KG,Metal Mecanica,2022-09-06,1080,2022-09-05,2022-09-11
2022-Week36,IVP09009,KG,Metal Mecanica,2022-09-09,1350,2022-09-05,2022-09-11
2022-Week36,IVP09062,L,Aceros,2022-09-07,142,2022-09-05,2022-09-11
2022-Week36,IVP10001,KG,Distribuidor,2022-09-09,540,2022-09-05,2022-09-11
2022-Week36,IVP10005,KG,Metal Mecanica,2022-09-09,60,2022-09-05,2022-09-11
2022-Week36,IVP10032,KG,Metal Mecanica,2022-09-06,300,2022-09-05,2022-09-11
2022-Week36,IVP11050,L,Distribuidor,2022-09-05,142,2022-09-05,2022-09-11
2022-Week36,IVP11060,L,Distribuidor,2022-09-06,300,2022-09-05,2022-09-11
2022-Week36,IVP11063,L,Aceros,2022-09-05,300,2022-09-05,2022-09-11
2022-Week36,IVP11067,L,Distribuidor,2022-09-09,4800,2022-09-05,2022-09-11
2022-Week36,IVP11085,L,Aceros,2022-09-07,600,2022-09-05,2022-09-11
2022-Week36,IVP11090,L,Alimentos y farmaceutica,2022-09-06,1,2022-09-05,2022-09-11
2022-Week36,IVP11091,L,Distribuidor,2022-09-06,28,2022-09-05,2022-09-11
2022-Week36,IVP11143,L,Intercompanias,2022-09-06,114,2022-09-05,2022-09-11
2022-Week36,IVP11158,L,Distribuidor,2022-09-08,57,2022-09-05,2022-09-11
2022-Week36,IVP11159,L,Alimentos y farmaceutica,2022-09-06,826,2022-09-05,2022-09-11
2022-Week36,IVP11159,L,Distribuidor,2022-09-08,85,2022-09-05,2022-09-11
2022-Week36,IVP11159,L,Distribuidor,2022-09-09,284,2022-09-05,2022-09-11
2022-Week36,IVP11162,L,Alimentos y farmaceutica,2022-09-05,57,2022-09-05,2022-09-11
2022-Week36,IVP11162,L,Distribuidor,2022-09-05,2,2022-09-05,2022-09-11
2022-Week36,IVP11162,L,Distribuidor,2022-09-07,57,2022-09-05,2022-09-11
2022-Week36,IVP11162,L,Distribuidor,2022-09-08,3,2022-09-05,2022-09-11
2022-Week36,IVP11162,L,Distribuidor,2022-09-09,1768,2022-09-05,2022-09-11
2022-Week36,IVP11221,L,Distribuidor,2022-09-09,300,2022-09-05,2022-09-11
2022-Week36,IVP11277,L,Distribuidor,2022-09-05,3,2022-09-05,2022-09-11
2022-Week36,IVP11280,L,Alimentos y farmaceutica,2022-09-09,57,2022-09-05,2022-09-11
2022-Week36,IVP11280,L,Distribuidor,2022-09-07,227,2022-09-05,2022-09-11
2022-Week36,IVP11280,L,Distribuidor,2022-09-09,600,2022-09-05,2022-09-11
2022-Week36,IVP11282,L,Minas,2022-09-08,2400,2022-09-05,2022-09-11
2022-Week36,IVP11345,L,Alimentos y farmaceutica,2022-09-05,85,2022-09-05,2022-09-11
2022-Week36,IVP11346,KG,Distribuidor,2022-09-06,1620,2022-09-05,2022-09-11
2022-Week36,IVP11390,L,Distribuidor,2022-09-09,513,2022-09-05,2022-09-11
2022-Week36,IVP11430,L,Distribuidor,2022-09-07,300,2022-09-05,2022-09-11
2022-Week36,IVP11479,L,Metal Mecanica,2022-09-06,900,2022-09-05,2022-09-11
2022-Week36,IVP11539,L,Distribuidor,2022-09-06,1500,2022-09-05,2022-09-11
2022-Week36,IVP11576,L,Alimentos y farmaceutica,2022-09-08,300,2022-09-05,2022-09-11
2022-Week36,IVP11576,L,Alimentos y farmaceutica,2022-09-09,150,2022-09-05,2022-09-11
2022-Week36,IVP11576,L,Subsidiarias,2022-09-07,12,2022-09-05,2022-09-11
2022-Week36,IVP11586,L,Minas,2022-09-05,6,2022-09-05,2022-09-11
2022-Week36,IVP11586,L,Minas,2022-09-09,2100,2022-09-05,2022-09-11
2022-Week36,IVP11588,L,Distribuidor,2022-09-09,85,2022-09-05,2022-09-11
2022-Week36,IVP11588,L,Minas,2022-09-05,300,2022-09-05,2022-09-11
2022-Week36,IVP11595,L,Aceros,2022-09-09,2400,2022-09-05,2022-09-11
2022-Week36,IVP11663,L,Subsidiarias,2022-09-07,114,2022-09-05,2022-09-11
2022-Week36,IVP11694,PZA,Genericos,2022-09-05,77,2022-09-05,2022-09-11
2022-Week36,IVP11694,PZA,Genericos,2022-09-06,1,2022-09-05,2022-09-11
2022-Week36,IVP11695,L,Carton y Papel,2022-09-06,57,2022-09-05,2022-09-11
2022-Week36,IVP13029,L,Metal Mecanica,2022-09-09,1533,2022-09-05,2022-09-11
2022-Week36,IVP14005,KG,Automotriz,2022-09-08,300,2022-09-05,2022-09-11
2022-Week36,IVP15001,L,Automotriz,2022-09-08,300,2022-09-05,2022-09-11
2022-Week36,IVP15060,KG,Automotriz,2022-09-07,600,2022-09-05,2022-09-11
2022-Week36,IVP15063,KG,Genericos,2022-09-08,30,2022-09-05,2022-09-11
2022-Week36,IVP15064,L,Polimeros,2022-09-07,56,2022-09-05,2022-09-11
2022-Week36,IVP15107,KG,Automotriz,2022-09-07,120,2022-09-05,2022-09-11
2022-Week36,IVP15123,KG,Genericos,2022-09-05,1,2022-09-05,2022-09-11
2022-Week36,IVP15123,KG,Genericos,2022-09-06,1,2022-09-05,2022-09-11
2022-Week36,IVP15125,KG,Automotriz,2022-09-08,210,2022-09-05,2022-09-11
2022-Week36,IVP15148,KG,Genericos,2022-09-05,1,2022-09-05,2022-09-11
2022-Week36,IVP15219,KG,Genericos,2022-09-05,30,2022-09-05,2022-09-11
2022-Week36,IVP15231,KG,Automotriz,2022-09-06,15,2022-09-05,2022-09-11
2022-Week36,IVP15236,KG,Genericos,2022-09-08,30,2022-09-05,2022-09-11
2022-Week36,IVP15237,KG,Genericos,2022-09-08,30,2022-09-05,2022-09-11
2022-Week37,IVP04001,PZA,Aceros,2022-09-13,36,2022-09-12,2022-09-18
2022-Week37,IVP04001,PZA,Aceros,2022-09-15,1,2022-09-12,2022-09-18
2022-Week37,IVP04009,PZA,Distribuidor,2022-09-12,72,2022-09-12,2022-09-18
2022-Week37,IVP04009,PZA,Polimeros,2022-09-13,18,2022-09-12,2022-09-18
2022-Week37,IVP04014,PZA,Distribuidor,2022-09-14,54,2022-09-12,2022-09-18
2022-Week37,IVP04018,PZA,Distribuidor,2022-09-14,18,2022-09-12,2022-09-18
2022-Week37,IVP04039,PZA,Genericos,2022-09-12,45,2022-09-12,2022-09-18
2022-Week37,IVP04039,PZA,Genericos,2022-09-13,94,2022-09-12,2022-09-18
2022-Week37,IVP04039,PZA,Genericos,2022-09-14,27,2022-09-12,2022-09-18
2022-Week37,IVP04039,PZA,Genericos,2022-09-15,31,2022-09-12,2022-09-18
2022-Week37,IVP07042,KG,Subsidiarias,2022-09-13,54,2022-09-12,2022-09-18
2022-Week37,IVP07060,KG,Distribuidor,2022-09-14,81,2022-09-12,2022-09-18
2022-Week37,IVP07077,KG,Quimica y Petroquimica,2022-09-14,6,2022-09-12,2022-09-18
2022-Week37,IVP07082,KG,Minas,2022-09-15,12,2022-09-12,2022-09-18
2022-Week37,IVP07085,KG,Distribuidor,2022-09-14,81,2022-09-12,2022-09-18
2022-Week37,IVP07094,KG,Aceros,2022-09-15,7560,2022-09-12,2022-09-18
2022-Week37,IVP07096,KG,Metal Mecanica,2022-09-14,4,2022-09-12,2022-09-18
2022-Week37,IVP07112,KG,Quimica y Petroquimica,2022-09-13,54,2022-09-12,2022-09-18
2022-Week37,IVP07114,KG,Subsidiarias,2022-09-13,540,2022-09-12,2022-09-18
2022-Week37,IVP07114,KG,Subsidiarias,2022-09-14,270,2022-09-12,2022-09-18
2022-Week37,IVP07131,KG,Quimica y Petroquimica,2022-09-13,27,2022-09-12,2022-09-18
2022-Week37,IVP07165,KG,Distribuidor,2022-09-12,162,2022-09-12,2022-09-18
2022-Week37,IVP07165,KG,Distribuidor,2022-09-13,54,2022-09-12,2022-09-18
2022-Week37,IVP07165,KG,Distribuidor,2022-09-14,189,2022-09-12,2022-09-18
2022-Week37,IVP07165,PZA,Distribuidor,2022-09-12,72,2022-09-12,2022-09-18
2022-Week37,IVP07165,PZA,Distribuidor,2022-09-13,108,2022-09-12,2022-09-18
2022-Week37,IVP07165,PZA,Distribuidor,2022-09-14,36,2022-09-12,2022-09-18
2022-Week37,IVP07169,KG,Aceros,2022-09-15,189,2022-09-12,2022-09-18
2022-Week37,IVP07181,KG,Subsidiarias,2022-09-13,540,2022-09-12,2022-09-18
2022-Week37,IVP07191,KG,Cemento,2022-09-12,540,2022-09-12,2022-09-18
2022-Week37,IVP07191,KG,Subsidiarias,2022-09-13,11880,2022-09-12,2022-09-18
2022-Week37,IVP07191,KG,Subsidiarias,2022-09-14,3240,2022-09-12,2022-09-18
2022-Week37,IVP07193,KG,Alimentos y farmaceutica,2022-09-13,1,2022-09-12,2022-09-18
2022-Week37,IVP07197,KG,Carton y Papel,2022-09-15,270,2022-09-12,2022-09-18
2022-Week37,IVP07201,KG,Aceros,2022-09-15,270,2022-09-12,2022-09-18
2022-Week37,IVP07201,KG,Subsidiarias,2022-09-13,1620,2022-09-12,2022-09-18
2022-Week37,IVP07201,KG,Subsidiarias,2022-09-14,1620,2022-09-12,2022-09-18
2022-Week37,IVP07207,KG,Aceros,2022-09-12,270,2022-09-12,2022-09-18
2022-Week37,IVP07207,KG,Aceros,2022-09-15,1080,2022-09-12,2022-09-18
2022-Week37,IVP07207,KG,Subsidiarias,2022-09-13,540,2022-09-12,2022-09-18
2022-Week37,IVP07207,KG,Subsidiarias,2022-09-14,540,2022-09-12,2022-09-18
2022-Week37,IVP07214,KG,Ceramica,2022-09-13,1,2022-09-12,2022-09-18
2022-Week37,IVP07215,KG,Distribuidor,2022-09-13,81,2022-09-12,2022-09-18
2022-Week37,IVP07225,KG,Distribuidor,2022-09-14,108,2022-09-12,2022-09-18
2022-Week37,IVP07225,KG,Subsidiarias,2022-09-13,540,2022-09-12,2022-09-18
2022-Week37,IVP07229,KG,Aceros,2022-09-12,540,2022-09-12,2022-09-18
2022-Week37,IVP07231,KG,Subsidiarias,2022-09-13,1080,2022-09-12,2022-09-18
2022-Week37,IVP07231,PZA,Distribuidor,2022-09-14,3,2022-09-12,2022-09-18
2022-Week37,IVP07243,KG,Subsidiarias,2022-09-14,13500,2022-09-12,2022-09-18
2022-Week37,IVP07244,KG,Distribuidor,2022-09-12,162,2022-09-12,2022-09-18
2022-Week37,IVP07244,PZA,Distribuidor,2022-09-12,36,2022-09-12,2022-09-18
2022-Week37,IVP07254,KG,Distribuidor,2022-09-14,54,2022-09-12,2022-09-18
2022-Week37,IVP07259,KG,Distribuidor,2022-09-13,27,2022-09-12,2022-09-18
2022-Week37,IVP07259,KG,Subsidiarias,2022-09-13,1080,2022-09-12,2022-09-18
2022-Week37,IVP07259,KG,Subsidiarias,2022-09-14,1080,2022-09-12,2022-09-18
2022-Week37,IVP07264,KG,Aceros,2022-09-15,1080,2022-09-12,2022-09-18
2022-Week37,IVP07265,KG,Distribuidor,2022-09-12,108,2022-09-12,2022-09-18
2022-Week37,IVP07267,KG,Distribuidor,2022-09-12,108,2022-09-12,2022-09-18
2022-Week37,IVP07269,KG,Subsidiarias,2022-09-13,1080,2022-09-12,2022-09-18
2022-Week37,IVP07269,KG,Subsidiarias,2022-09-14,540,2022-09-12,2022-09-18
2022-Week37,IVP07274,KG,Distribuidor,2022-09-14,54,2022-09-12,2022-09-18
2022-Week37,IVP07294,KG,Cemento,2022-09-14,270,2022-09-12,2022-09-18
2022-Week37,IVP07304,KG,Aceros,2022-09-15,810,2022-09-12,2022-09-18
2022-Week37,IVP07309,KG,Aceros,2022-09-15,54,2022-09-12,2022-09-18
2022-Week37,IVP07309,KG,Distribuidor,2022-09-14,54,2022-09-12,2022-09-18
2022-Week37,IVP07309,KG,Subsidiarias,2022-09-13,540,2022-09-12,2022-09-18
2022-Week37,IVP07309,KG,Subsidiarias,2022-09-14,540,2022-09-12,2022-09-18
2022-Week37,IVP07324,KG,Subsidiarias,2022-09-13,540,2022-09-12,2022-09-18
2022-Week37,IVP07324,KG,Subsidiarias,2022-09-14,540,2022-09-12,2022-09-18
2022-Week37,IVP07384,KG,Subsidiarias,2022-09-13,12843,2022-09-12,2022-09-18
2022-Week37,IVP07384,KG,Subsidiarias,2022-09-14,3240,2022-09-12,2022-09-18
2022-Week37,IVP07401,KG,Distribuidor,2022-09-15,27,2022-09-12,2022-09-18
2022-Week37,IVP07405,KG,Automotriz,2022-09-12,81,2022-09-12,2022-09-18
2022-Week37,IVP07412,KG,Distribuidor,2022-09-14,216,2022-09-12,2022-09-18
2022-Week37,IVP07412,KG,Metal Mecanica,2022-09-14,243,2022-09-12,2022-09-18
2022-Week37,IVP07428,KG,Aceros,2022-09-13,54,2022-09-12,2022-09-18
2022-Week37,IVP07445,KG,Aceros,2022-09-14,1620,2022-09-12,2022-09-18
2022-Week37,IVP07446,KG,Distribuidor,2022-09-13,81,2022-09-12,2022-09-18
2022-Week37,IVP07448,KG,Alimentos y farmaceutica,2022-09-12,81,2022-09-12,2022-09-18
2022-Week37,IVP07479,KG,Carton y Papel,2022-09-15,81,2022-09-12,2022-09-18
2022-Week37,IVP07480,KG,Subsidiarias,2022-09-13,6480,2022-09-12,2022-09-18
2022-Week37,IVP07489,KG,Distribuidor,2022-09-14,3,2022-09-12,2022-09-18
2022-Week37,IVP07520,KG,Distribuidor,2022-09-14,795,2022-09-12,2022-09-18
2022-Week37,IVP07522,KG,Subsidiarias,2022-09-13,270,2022-09-12,2022-09-18
2022-Week37,IVP07532,KG,Subsidiarias,2022-09-13,81,2022-09-12,2022-09-18
2022-Week37,IVP07602,KG,Subsidiarias,2022-09-14,3,2022-09-12,2022-09-18
2022-Week37,IVP08003,KG,Aceros,2022-09-12,27,2022-09-12,2022-09-18
2022-Week37,IVP08016,KG,Subsidiarias,2022-09-13,270,2022-09-12,2022-09-18
2022-Week37,IVP08016,KG,Subsidiarias,2022-09-14,270,2022-09-12,2022-09-18
2022-Week37,IVP08017,KG,Metal Mecanica,2022-09-14,162,2022-09-12,2022-09-18
2022-Week37,IVP09009,KG,Metal Mecanica,2022-09-12,2430,2022-09-12,2022-09-18
2022-Week37,IVP09009,KG,Metal Mecanica,2022-09-14,1080,2022-09-12,2022-09-18
2022-Week37,IVP09022,L,Metal Mecanica,2022-09-12,300,2022-09-12,2022-09-18
2022-Week37,IVP09028,KG,Metal Mecanica,2022-09-12,1350,2022-09-12,2022-09-18
2022-Week37,IVP09031,KG,Metal Mecanica,2022-09-12,600,2022-09-12,2022-09-18
2022-Week37,IVP10025,KG,Genericos,2022-09-13,1,2022-09-12,2022-09-18
2022-Week37,IVP11028,L,Subsidiarias,2022-09-13,600,2022-09-12,2022-09-18
2022-Week37,IVP11031,L,Subsidiarias,2022-09-13,300,2022-09-12,2022-09-18
2022-Week37,IVP11049,L,Subsidiarias,2022-09-13,342,2022-09-12,2022-09-18
2022-Week37,IVP11057,L,Subsidiarias,2022-09-13,300,2022-09-12,2022-09-18
2022-Week37,IVP11058,L,Subsidiarias,2022-09-13,300,2022-09-12,2022-09-18
2022-Week37,IVP11060,L,Distribuidor,2022-09-14,142,2022-09-12,2022-09-18
2022-Week37,IVP11081,L,Metal Mecanica,2022-09-15,513,2022-09-12,2022-09-18
2022-Week37,IVP11085,L,Aceros,2022-09-14,900,2022-09-12,2022-09-18
2022-Week37,IVP11087,L,Intercompanias,2022-09-13,600,2022-09-12,2022-09-18
2022-Week37,IVP11098,L,Intercompanias,2022-09-13,57,2022-09-12,2022-09-18
2022-Week37,IVP11102,L,Aceros,2022-09-15,300,2022-09-12,2022-09-18
2022-Week37,IVP11115,L,Distribuidor,2022-09-14,57,2022-09-12,2022-09-18
2022-Week37,IVP11117,L,Distribuidor,2022-09-12,56,2022-09-12,2022-09-18
2022-Week37,IVP11136,L,Distribuidor,2022-09-12,684,2022-09-12,2022-09-18
2022-Week37,IVP11158T,L,Subsidiarias,2022-09-13,3000,2022-09-12,2022-09-18
2022-Week37,IVP11159,L,Distribuidor,2022-09-12,114,2022-09-12,2022-09-18
2022-Week37,IVP11159,L,Distribuidor,2022-09-14,285,2022-09-12,2022-09-18
2022-Week37,IVP11160T,L,Subsidiarias,2022-09-13,1500,2022-09-12,2022-09-18
2022-Week37,IVP11162,L,Alimentos y farmaceutica,2022-09-12,6,2022-09-12,2022-09-18
2022-Week37,IVP11162,L,Subsidiarias,2022-09-13,1503,2022-09-12,2022-09-18
2022-Week37,IVP11162,L,Subsidiarias,2022-09-14,1200,2022-09-12,2022-09-18
2022-Week37,IVP11170,L,Aceros,2022-09-15,312,2022-09-12,2022-09-18
2022-Week37,IVP11200,L,Aceros,2022-09-14,300,2022-09-12,2022-09-18
2022-Week37,IVP11213,L,Subsidiarias,2022-09-13,285,2022-09-12,2022-09-18
2022-Week37,IVP11252,L,Distribuidor,2022-09-14,300,2022-09-12,2022-09-18
2022-Week37,IVP11253,L,Distribuidor,2022-09-14,256,2022-09-12,2022-09-18
2022-Week37,IVP11253,L,Subsidiarias,2022-09-13,1500,2022-09-12,2022-09-18
2022-Week37,IVP11259,L,Subsidiarias,2022-09-13,300,2022-09-12,2022-09-18
2022-Week37,IVP11262,L,Distribuidor,2022-09-13,56,2022-09-12,2022-09-18
2022-Week37,IVP11272,L,Distribuidor,2022-09-13,56,2022-09-12,2022-09-18
2022-Week37,IVP11275,L,Distribuidor,2022-09-13,56,2022-09-12,2022-09-18
2022-Week37,IVP11280,L,Subsidiarias,2022-09-13,1500,2022-09-12,2022-09-18
2022-Week37,IVP11290,L,Ceramica,2022-09-13,28,2022-09-12,2022-09-18
